D1;DS1;DSF; DpA;DpB; T1; T2;T3;T4;deltaT;P;M01; M02;VA ;VB ;D2A; D2B;Ds;TS1;SF;D3A;D3B;DS2A;DS2B;POA;POB;TsA; TsB;SFA; SFB;DgA;YseA;YsynA; YuntA;CaoA;DgB;YseB;YsynB; YuntB;CaoB;Ym ;CaO;R
195;1518;79;163;270;67;73,22;63,11;66,64;5,406;487,16;75,51;63,47;483;620;352;361;1395;27,99;24,01;115,68;98,77;1188;1196;20,05;20,49;0,79;0,82;21,07;23,03;104;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;120;0,11;0,62;0,21;32,47;#DIV/0!;#DIV/0!;#DIV/0!
202;1363;48;140;314;67;76,07;75,91;75,14;1,448;368,23;85,06;74,35;552;451;274;412;1416;31,79;29,32;112,12;74,44;1184;1178;19,36;20,63;0,85;1,08;22,05;30,38;113;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;101;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
158;1571;68;55;294;76;81,62;81,36;79,94;1,422;335,37;88,35;70,14;695;405;484;529;1362;26,91;27,26;145,22;101,09;#DIV/0!;1167;19,36;20,63;0,85;1,08;22,05;30,38;95;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;96;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
202;1588;82;192;261;65;81,74;81,53;80,37;1,150;347,55;76,41;44,48;350;445;357;366;1446;33,00;28,48;118,43;77,20;1195;1198;19,36;20,63;0,85;1,08;22,05;30,38;105;0,14;0,62;0,19;32,45;108;0,6;0,64;0,2;32,52;1,195;32,49;93,75
183;1604;85;248;306;72;82,04;81,84;80,34;1,492;336,48;78,88;96,02;252;466;457;401;1425;31,12;25,38;129,32;94,18;1196;1191;22,96;19,78;0,82;0,73;17,15;18,13;111;0,15;0,61;0,2;0,15;117;0,17;0,62;0,21;0,17;0,980;0,16;-941,25
133;1623;62;273;93;76;82,54;82,31;80,97;1,337;332,04;91,60;72,93;347;767;478;251;1456;30,88;26,34;102,25;122,21;1228;#DIV/0!;22,96;19,78;0,82;0,73;17,15;18,13;134;0,18;0,6;0,22;0,18;117;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
116;1656;59;262;0;82;83,02;82,73;81,48;1,248;324,46;87,80;86,78;378;805;514;#DIV/0!;1490;32,26;32,93;139,62;#DIV/0!;1251;#DIV/0!;22,96;19,78;0,82;0,73;17,15;18,13;144;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
123;1678;60;284;0;80;82,47;82,17;80,89;1,283;320,32;86,18;72,55;402;794;504;#DIV/0!;1493;32,90;29,00;150,03;#DIV/0!;1245;#DIV/0!;25,21;#DIV/0!;0,83;#DIV/0!;15,68;#DIV/0!;145;0,21;0,56;0,2;32,65;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
130;1668;60;303;0;71;82,31;82,04;80,98;1,062;319,37;85,18;56,11;332;786;431;#DIV/0!;1499;32,91;33,78;142,98;#DIV/0!;1258;#DIV/0!;25,21;#DIV/0!;0,83;#DIV/0!;15,68;#DIV/0!;144;0,11;0,58;0,21;32,75;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
118;1664;60;287;0;78;82,41;82,07;80,88;1,192;320,52;89,52;90,97;445;804;458;#DIV/0!;1492;32,47;28,91;141,42;#DIV/0!;1256;#DIV/0!;25,21;#DIV/0!;0,83;#DIV/0!;15,68;#DIV/0!;147;0,15;0,61;0,2;32,52;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
121;1676;60;282;0;70;82,65;82,12;81,22;0,907;320,16;86,35;47,25;398;794;498;#DIV/0!;1496;32,06;36,54;130,30;#DIV/0!;1259;#DIV/0!;25,11;#DIV/0!;0,93;#DIV/0!;20,09;#DIV/0!;146;0,2;0,62;0,2;32,44;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
129;1669;63;289;0;76;81,80;80,91;80,36;0,546;319,66;84,75;67,79;290;787;466;#DIV/0!;1488;32,43;32,29;122,05;#DIV/0!;1254;#DIV/0!;25,11;#DIV/0!;0,93;#DIV/0!;20,09;#DIV/0!;135;0,18;0,61;0,21;32,75;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
126;1673;60;276;0;79;82,01;80,82;80,11;0,711;320,43;81,48;88,75;448;804;440;#DIV/0!;1504;34,44;28,04;130,41;#DIV/0!;1247;#DIV/0!;25,11;#DIV/0!;0,93;#DIV/0!;20,09;#DIV/0!;149;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
111;1680;60;269;0;81;81,95;80,81;79,86;0,955;322,91;81,24;65,07;388;798;418;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;105,56;#DIV/0!;#DIV/0!;#DIV/0!;23,63;23,94;0,96;1,15;30,38;31,36;133;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
160;1665;76;280;250;82;81,66;81,34;80,41;0,933;324,60;80,41;81,35;350;473;352;377;#DIV/0!;#DIV/0!;#DIV/0!;112,70;73,83;#DIV/0!;#DIV/0!;23,63;23,94;0,96;1,15;30,38;31,36;121;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;116;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
167;1652;81;248;286;83;81,33;81,11;80,15;0,962;325,23;76,18;53,52;401;456;359;379;#DIV/0!;#DIV/0!;#DIV/0!;156,25;75,01;#DIV/0!;#DIV/0!;23,63;23,94;0,96;1,15;30,38;31,36;110;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;110;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
172;1652;82;247;275;82;81,28;81,06;80,00;1,065;326,07;76,46;56,49;375;416;383;377;#DIV/0!;#DIV/0!;#DIV/0!;149,69;69,25;#DIV/0!;#DIV/0!;23,06;23,55;0,98;1,06;27,44;28,42;110;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;108;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
170;1650;82;247;266;82;81,28;81,06;79,96;1,105;327,37;76,76;57,94;385;419;379;373;#DIV/0!;#DIV/0!;#DIV/0!;142,47;64,16;#DIV/0!;#DIV/0!;23,06;23,55;0,98;1,06;27,44;28,42;109;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;105;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
168;1649;81;246;257;81;81,28;81,06;79,92;1,144;328,67;77,05;59,38;396;422;376;370;#DIV/0!;#DIV/0!;#DIV/0!;135,25;59,07;#DIV/0!;#DIV/0!;23,06;23,55;0,98;1,06;27,44;28,42;108;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;102;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
166;1647;81;246;248;80;81,28;81,06;79,88;1,184;329,98;77,34;60,83;406;424;373;366;#DIV/0!;#DIV/0!;#DIV/0!;128,03;53,98;#DIV/0!;#DIV/0!;23,02;23,05;0,90;0,86;31,85;32,83;106;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;100;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
164;1646;81;246;238;80;81,28;81,06;79,84;1,223;331,28;77,63;62,28;417;427;369;363;#DIV/0!;#DIV/0!;#DIV/0!;120,81;48,89;#DIV/0!;#DIV/0!;23,02;23,05;0,90;0,86;31,85;32,83;105;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;97;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
161;1645;80;245;229;79;81,28;81,06;79,80;1,263;332,59;77,92;63,73;427;429;366;359;#DIV/0!;#DIV/0!;#DIV/0!;113,59;43,80;#DIV/0!;#DIV/0!;23,02;23,05;0,90;0,86;31,85;32,83;104;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;94;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
162;1643;80;242;222;78;81,31;81,09;79,77;1,313;333,96;78,21;65,44;436;429;363;356;#DIV/0!;#DIV/0!;#DIV/0!;113,42;42,44;#DIV/0!;#DIV/0!;22,19;22,28;0,84;0,91;26,95;27,44;102;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;91;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
185;1638;86;227;248;80;81,99;81,77;80,13;1,637;335,04;78,11;60,07;450;427;352;342;#DIV/0!;#DIV/0!;#DIV/0!;130,25;52,95;#DIV/0!;#DIV/0!;22,19;22,28;0,84;0,91;26,95;27,44;90;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;90;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
195;1642;92;239;249;83;82,93;82,70;81,16;1,538;334,67;79,63;57,23;421;473;336;349;#DIV/0!;#DIV/0!;#DIV/0!;132,29;53,84;#DIV/0!;#DIV/0!;22,19;22,28;0,84;0,91;26,95;27,44;104;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;90;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
199;1642;94;244;256;85;82,66;82,43;81,18;1,251;329,42;83,76;60,84;468;471;339;379;#DIV/0!;#DIV/0!;#DIV/0!;121,19;68,89;#DIV/0!;#DIV/0!;24,81;24,73;1,11;1,02;25,97;24,99;123;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;99;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
219;1622;101;241;282;84;82,36;82,15;80,73;1,415;320,41;83,34;70,12;469;446;353;403;#DIV/0!;#DIV/0!;#DIV/0!;124,19;76,43;#DIV/0!;#DIV/0!;24,81;24,73;1,11;1,02;25,97;24,99;110;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;115;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
222;1625;101;241;256;83;82,18;81,96;80,19;1,768;318,05;80,75;63,41;479;522;368;366;#DIV/0!;#DIV/0!;#DIV/0!;125,23;62,78;#DIV/0!;#DIV/0!;24,81;24,73;1,11;1,02;25,97;24,99;108;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;108;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
228;1615;100;263;288;83;82,17;81,96;80,51;1,446;321,15;83,81;63,86;416;427;387;378;#DIV/0!;#DIV/0!;#DIV/0!;133,28;70,91;#DIV/0!;#DIV/0!;25,17;25,10;0,98;0,96;24,99;23,52;121;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;121;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
199;1635;96;254;277;83;82,27;82,05;80,56;1,491;327,18;82,44;57,84;489;466;385;374;#DIV/0!;#DIV/0!;#DIV/0!;138,14;67,70;#DIV/0!;#DIV/0!;25,17;25,10;0,98;0,96;24,99;23,52;118;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;119;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
179;1668;83;233;271;81;81,82;81,61;80,41;1,201;328,58;79,47;63,50;472;503;328;326;#DIV/0!;#DIV/0!;#DIV/0!;127,64;46,14;#DIV/0!;#DIV/0!;25,17;25,10;0,98;0,96;24,99;23,52;102;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;101;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
176;1662;90;222;250;85;82,53;82,30;80,98;1,325;327,46;77,83;70,41;516;527;339;337;#DIV/0!;#DIV/0!;#DIV/0!;126,94;42,07;#DIV/0!;#DIV/0!;24,78;24,97;1,07;1,35;22,54;23,52;101;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;100;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
190;1656;93;239;270;83;82,66;82,45;81,15;1,293;324,37;84,70;66,65;414;390;354;357;#DIV/0!;#DIV/0!;#DIV/0!;128,73;53,10;#DIV/0!;#DIV/0!;24,78;24,97;1,07;1,35;22,54;23,52;110;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;109;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
119;1669;60;24;305;79;82,28;82,09;80,57;1,522;326,64;80,65;94,49;764;514;132;460;#DIV/0!;#DIV/0!;#DIV/0!;77,61;78,50;#DIV/0!;#DIV/0!;24,78;24,97;1,07;1,35;22,54;23,52;110;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;128;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
194;1657;97;273;287;84;82,73;82,52;81,42;1,094;322,73;84,19;64,84;444;453;400;404;#DIV/0!;#DIV/0!;#DIV/0!;146,95;62,91;#DIV/0!;#DIV/0!;25,59;25,65;1,14;1,21;26,95;23,03;127;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;124;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
217;1647;105;267;277;86;82,45;82,23;80,93;1,291;319,18;82,24;64,14;431;442;389;372;#DIV/0!;#DIV/0!;#DIV/0!;135,02;64,16;#DIV/0!;#DIV/0!;25,59;25,65;1,14;1,21;26,95;23,03;120;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;121;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
239;1615;110;314;290;86;82,38;82,16;80,70;1,457;318,30;82,39;85,49;408;422;438;404;#DIV/0!;#DIV/0!;#DIV/0!;143,29;77,74;#DIV/0!;#DIV/0!;25,59;25,65;1,14;1,21;26,95;23,03;141;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;144;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
216;1208;14;154;133;78;78,96;54,58;76,12;1,620;704,37;82,14;79,22;694;744;257;294;#DIV/0!;#DIV/0!;#DIV/0!;108,22;94,50;#DIV/0!;#DIV/0!;24,08;23,91;1,19;1,52;26,95;27,44;94;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;109;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
209;1302;50;154;270;74;78,96;56,53;74,30;2,078;495,04;79,67;90,07;597;566;302;330;#DIV/0!;#DIV/0!;#DIV/0!;143,02;86,05;#DIV/0!;#DIV/0!;24,08;23,91;1,19;1,52;26,95;27,44;115;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;120;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
218;1626;102;253;284;76;82,31;82,07;80,45;1,626;324,88;79,27;65,01;407;407;373;391;#DIV/0!;#DIV/0!;#DIV/0!;138,28;59,46;#DIV/0!;#DIV/0!;24,08;23,91;1,19;1,52;26,95;27,44;105;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;105;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
211;1607;95;257;283;73;82,35;82,13;80,90;1,234;320,40;83,66;72,43;428;470;374;371;#DIV/0!;#DIV/0!;#DIV/0!;131,38;57,11;#DIV/0!;#DIV/0!;25,98;25,35;0,92;1,31;20,09;25,48;108;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;109;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
124;1633;63;281;240;73;82,40;81,19;80,25;0,938;328,62;81,56;91,28;542;709;346;285;#DIV/0!;#DIV/0!;#DIV/0!;96,83;109,70;#DIV/0!;#DIV/0!;25,98;25,35;0,92;1,31;20,09;25,48;124;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;100;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
128;1660;61;305;0;73;82,61;80,92;80,97;0,280;325,51;81,26;96,76;452;804;442;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;126,76;#DIV/0!;#DIV/0!;#DIV/0!;25,98;25,35;0,92;1,31;20,09;25,48;138;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
125;1661;61;336;0;74;81,46;80,94;80,51;0,437;328,12;83,25;80,10;312;793;477;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;153,48;#DIV/0!;#DIV/0!;#DIV/0!;25,49;25,86;1,15;1,23;29,40;27,93;135;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
124;1671;61;277;0;73;82,00;81,79;80,45;1,545;329,43;80,55;70,82;453;783;366;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;133,18;#DIV/0!;#DIV/0!;#DIV/0!;25,49;25,86;1,15;1,23;29,40;27,93;131;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
177;1649;88;257;234;73;81,89;81,67;80,63;1,043;325,96;81,22;72,79;346;493;394;403;#DIV/0!;#DIV/0!;#DIV/0!;131,87;67,07;#DIV/0!;#DIV/0!;25,49;25,86;1,15;1,23;29,40;27,93;127;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;125;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
218;1626;102;262;290;77;82,01;81,77;80,45;1,322;325,59;75,97;59,44;411;402;391;398;#DIV/0!;#DIV/0!;#DIV/0!;146,95;68,53;#DIV/0!;#DIV/0!;26,13;25,72;1,20;1,07;28,48;27,44;123;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;118;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
220;1607;99;260;279;75;82,01;81,78;80,50;1,276;321,79;80,09;78,53;327;340;387;386;#DIV/0!;#DIV/0!;#DIV/0!;141,31;47,91;#DIV/0!;#DIV/0!;26,13;25,72;1,20;1,07;28,48;27,44;121;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;117;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
222;1617;104;265;295;76;81,89;81,65;80,27;1,381;321,33;77,15;71,80;360;387;391;384;#DIV/0!;#DIV/0!;#DIV/0!;157,61;67,44;#DIV/0!;#DIV/0!;26,13;25,72;1,20;1,07;28,48;27,44;120;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;119;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
244;1619;110;302;326;80;82,25;82,02;80,56;1,454;319,47;83,21;87,67;313;324;430;436;#DIV/0!;#DIV/0!;#DIV/0!;159,36;63,68;#DIV/0!;#DIV/0!;24,90;25,09;1,11;1,09;31,85;31,36;138;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;137;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
238;1611;109;276;310;77;82,13;81,88;80,36;1,519;322,09;79,50;70,32;414;424;426;416;#DIV/0!;#DIV/0!;#DIV/0!;160,34;80,03;#DIV/0!;#DIV/0!;24,90;25,09;1,11;1,09;31,85;31,36;133;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;132;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
216;1642;101;279;306;77;81,84;81,60;80,58;1,028;322,31;76,84;65,78;285;331;403;390;#DIV/0!;#DIV/0!;#DIV/0!;148,44;56,58;#DIV/0!;#DIV/0!;24,90;25,09;1,11;1,09;31,85;31,36;130;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;134;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
226;1637;109;276;310;82;82,12;81,88;80,46;1,419;321,93;77,82;72,14;365;347;406;406;#DIV/0!;#DIV/0!;#DIV/0!;155,19;70,57;#DIV/0!;#DIV/0!;25,19;25,47;1,03;0,98;27,44;25,97;136;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;135;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
266;1589;110;285;329;85;82,17;81,72;80,15;1,565;322,13;78,89;93,46;310;335;451;430;#DIV/0!;#DIV/0!;#DIV/0!;165,82;73,87;#DIV/0!;#DIV/0!;25,19;25,47;1,03;0,98;27,44;25,97;142;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;142;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
224;1614;106;281;295;85;82,18;81,56;80,31;1,249;325,00;76,35;65,15;402;387;391;393;#DIV/0!;#DIV/0!;#DIV/0!;152,60;63,65;#DIV/0!;#DIV/0!;25,19;25,47;1,03;0,98;27,44;25,97;129;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;130;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
196;1635;91;252;269;85;82,17;81,88;80,92;0,959;334,33;76,02;73,37;325;411;370;320;#DIV/0!;#DIV/0!;#DIV/0!;144,12;49,70;#DIV/0!;#DIV/0!;24,42;24,61;1,21;1,27;26,46;26,95;121;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;121;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
236;1620;106;260;291;86;82,24;82,26;80,79;1,467;330,68;76,65;77,34;406;378;395;394;#DIV/0!;#DIV/0!;#DIV/0!;151,65;58,03;#DIV/0!;#DIV/0!;24,42;24,61;1,21;1,27;26,46;26,95;137;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;135;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
222;1617;100;279;294;85;82,19;82,28;81,12;1,162;329,15;76,98;78,99;359;383;402;393;#DIV/0!;#DIV/0!;#DIV/0!;146,67;63,30;#DIV/0!;#DIV/0!;24,42;24,61;1,21;1,27;26,46;26,95;135;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;134;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
190;1637;85;270;288;84;82,28;82,02;80,42;1,603;328,89;77,87;68,06;425;551;416;350;#DIV/0!;#DIV/0!;#DIV/0!;148,31;84,82;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;135;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;143;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
151;1651;76;259;287;83;82,20;82,06;80,60;1,464;332,31;77,51;80,69;394;514;377;339;#DIV/0!;#DIV/0!;#DIV/0!;137,95;74,51;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;135;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;136;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
170;1636;80;232;272;81;82,00;81,47;80,41;1,067;333,45;76,25;60,33;374;393;332;351;#DIV/0!;#DIV/0!;#DIV/0!;144,51;55,86;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;108;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;106;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
189;1654;90;232;273;84;82,21;82,09;80,74;1,353;332,02;76,74;53,86;423;379;349;330;#DIV/0!;#DIV/0!;#DIV/0!;134,50;42,88;#DIV/0!;#DIV/0!;23,14;23,37;1,34;1,21;26,95;28,42;118;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;117;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
207;1617;90;253;297;84;82,25;82,46;81,20;1,248;335,63;77,25;68,59;435;409;394;357;#DIV/0!;#DIV/0!;#DIV/0!;147,95;58,14;#DIV/0!;#DIV/0!;23,14;23,37;1,34;1,21;26,95;28,42;135;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;134;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
183;1650;85;208;269;84;82,19;81,93;80,76;1,160;332,05;76,68;46,71;474;429;348;332;#DIV/0!;#DIV/0!;#DIV/0!;131,71;49,21;#DIV/0!;#DIV/0!;23,14;23,37;1,34;1,21;26,95;28,42;113;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;112;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
238;1632;110;260;315;86;82,26;82,80;81,12;1,679;321,33;81,25;64,08;434;350;396;389;#DIV/0!;#DIV/0!;#DIV/0!;136,16;54,73;#DIV/0!;#DIV/0!;23,66;23,69;1,21;1,39;27,44;26,95;141;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;138;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
